,eplenmean,eprew,fps,total_timesteps,policy_loss,value_loss,policy_entropy,approxkl,clipfrac,l2_loss,train_score
100,58.82,5.5,2410,1654784.0,-0.005093339,1.2421598,1.2148355,0.0037554756,0.05263265,516.5778,3.0
101,58.68,6.4,2454,1671168.0,-0.004514091,1.3088437,1.2027351,0.0049017905,0.07354736,517.6159,4.0
102,48.4,6.4,2620,1687552.0,-0.005603286,1.3646812,1.1908094,0.003786957,0.057006836,518.6489,8.0
103,51.06,6.9,2672,1703936.0,-0.0029973045,1.3686372,1.1882898,0.003948175,0.05751546,519.63257,8.0
104,58.14,6.5,2752,1720320.0,-0.0046447692,1.3661884,1.2081269,0.005159275,0.0793457,520.63617,8.0
105,54.24,7.6,2566,1736704.0,-0.0046093576,1.3621362,1.1770443,0.005525905,0.08970133,521.62335,7.0
106,42.04,6.6,2411,1753088.0,-0.004498125,1.342884,1.1902514,0.0041408245,0.0587972,522.6307,6.0
107,50.79,5.9,2423,1769472.0,-0.00518153,1.3803073,1.1787027,0.0042051137,0.06081136,523.5818,7.0
108,53.58,6.4,2427,1785856.0,-0.003525382,1.3513185,1.1761938,0.004426492,0.063456215,524.5185,8.0
109,47.19,6.6,2591,1802240.0,-0.0034852845,1.3180681,1.1704613,0.004359502,0.065389,525.3201,7.0
110,48.79,6.9,2748,1818624.0,-0.0051262397,1.3639435,1.1085309,0.0051232255,0.08152262,526.2319,10.0
111,48.42,6.4,2675,1835008.0,-0.005093733,1.2505398,1.1095177,0.0041298377,0.06028239,527.3354,5.0
112,54.8,7.0,2519,1851392.0,-0.0050694705,1.4276553,1.1177384,0.004537003,0.07010905,528.2514,7.0
113,51.42,6.3,2424,1867776.0,-0.004046049,1.2443622,1.1792344,0.0032004842,0.046366375,529.1871,7.0
114,57.19,5.4,2435,1884160.0,-0.0043738983,1.4134489,1.1590513,0.0037378725,0.053649902,529.90607,6.0
115,55.38,5.6,2418,1900544.0,-0.0033243448,1.3296224,1.1218475,0.004472437,0.07047526,530.7807,4.0
116,47.86,6.2,2594,1916928.0,-0.003700578,1.3257614,1.1480268,0.0035961578,0.050476074,531.7203,5.0
117,49.75,5.6,2729,1933312.0,-0.0036050288,1.5374227,1.1299433,0.004417289,0.06795248,532.49066,8.0
118,57.15,6.4,2718,1949696.0,-0.0027793057,1.4346935,1.1169024,0.003499333,0.04897054,533.23254,7.0
119,57.67,7.2,2496,1966080.0,-0.003440814,1.3301088,1.1354383,0.003520454,0.051086426,533.9701,7.0
120,59.0,6.8,2458,1982464.0,-0.0050128438,1.2354774,1.1748775,0.0041037234,0.06829834,534.814,7.0
121,50.47,7.3,2460,1998848.0,-0.0048805405,1.1870171,1.1642591,0.004649622,0.07863363,535.7046,8.0
122,52.65,6.7,2433,2015232.0,-0.0031618348,1.4028882,1.1483206,0.0037374655,0.05348714,536.58057,4.0
123,54.24,5.4,2561,2031616.0,-0.00391087,1.4009596,1.1619548,0.0040740874,0.061340332,537.22455,6.0
124,52.6,6.1,2603,2048000.0,-0.0031805083,1.3635639,1.116995,0.0047588297,0.075520836,538.10504,6.0
125,53.18,7.1,2680,2064384.0,-0.0026252286,1.3284588,1.110668,0.0038312005,0.06166585,538.8992,7.0
126,56.52,6.9,2481,2080768.0,-0.006603477,1.339962,1.1254877,0.0046394356,0.07501221,539.7542,5.0
127,47.31,6.2,2468,2097152.0,-0.0038978464,1.3616091,1.1124009,0.004320813,0.06982422,540.72144,7.0
128,56.14,6.3,2463,2113536.0,-0.005411194,1.2361301,1.0785369,0.0037483014,0.054138184,541.68445,8.0
129,52.84,7.0,2457,2129920.0,-0.0038549544,1.3924705,1.0757493,0.003374897,0.05041504,542.47974,6.0
130,57.04,7.7,2588,2146304.0,-0.0047550127,1.1309737,1.1064087,0.0044426075,0.071024574,543.26373,7.0
131,52.55,7.4,2674,2162688.0,-0.004489493,1.3867747,1.1033899,0.004890345,0.08048502,544.08624,6.0
132,56.3,6.5,2732,2179072.0,-0.0038307698,1.3406053,1.1271085,0.003219019,0.047627766,544.80505,8.0
133,57.01,6.1,2588,2195456.0,-0.0037712604,1.3241377,1.1173295,0.004870881,0.0832723,545.53516,4.0
134,54.4,7.0,2435,2211840.0,-0.0049902527,1.2242998,1.1016425,0.0034044757,0.05501302,546.3588,8.0
135,55.42,6.5,2406,2228224.0,-0.0040345425,1.4186864,1.0416663,0.0031286012,0.046447754,547.1594,8.0
136,49.78,6.2,2452,2244608.0,-0.0042473185,1.4047685,1.0807005,0.0034341754,0.05411784,547.96576,6.0
137,55.22,7.6,2604,2260992.0,-0.0059575047,1.2053252,1.0526731,0.0039753965,0.06756592,548.802,7.0
138,52.55,6.7,2698,2277376.0,-0.005153802,1.2973878,1.0629673,0.0032700067,0.05029297,549.5419,6.0
139,53.38,6.3,2733,2293760.0,-0.0036545617,1.4152322,1.0907149,0.0040565096,0.06719971,550.24603,8.0
140,53.53,6.4,2497,2310144.0,-0.004669922,1.3814726,1.059621,0.004213879,0.0707194,551.0147,5.0
141,58.95,7.2,2447,2326528.0,-0.00513762,1.2454933,1.1000896,0.0038679298,0.06282552,551.6862,7.0
142,45.25,7.0,2464,2342912.0,-0.004861863,1.2015713,1.0796498,0.0048727845,0.08251953,552.40765,6.0
143,56.73,8.0,2425,2359296.0,-0.005910722,1.282399,0.99686265,0.003844436,0.065205894,553.2761,8.0
144,52.95,6.9,2569,2375680.0,-0.0043184706,1.3412495,1.0469321,0.005055374,0.08791097,554.2614,8.0
145,56.6,8.0,2682,2392064.0,-0.0033375348,1.2824907,1.0367883,0.0037216304,0.06097412,555.06537,9.0
146,53.76,6.8,2686,2408448.0,-0.0045980625,1.3135322,1.0468124,0.0043466757,0.07456461,555.8467,4.0
147,48.18,6.9,2552,2424832.0,-0.0054144785,1.2214888,1.0069003,0.0041018347,0.069132484,556.67487,7.0
148,56.14,5.9,2441,2441216.0,-0.0043035564,1.2659369,1.049337,0.0045068017,0.0803833,557.5083,5.0
149,52.52,4.9,2456,2457600.0,-0.0025264064,1.4573203,1.0824729,0.0037393367,0.06056722,558.2953,5.0
150,48.21,7.4,2439,2473984.0,-0.0031459567,1.3248317,1.0356537,0.0038950436,0.06728109,559.06415,8.0
151,58.77,6.5,2589,2490368.0,-0.0035400987,1.3170896,1.099322,0.0041531636,0.0707194,559.8105,3.0
152,58.32,6.3,2686,2506752.0,-0.002510864,1.57771,1.1343071,0.0045605605,0.075236,560.5064,6.0
153,51.82,7.0,2685,2523136.0,-0.0021558509,1.3895098,1.0828549,0.004339463,0.07271322,561.1124,7.0
154,55.97,7.2,2480,2539520.0,-0.0031772333,1.2655554,1.106146,0.0054289647,0.09598795,561.67847,5.0
